id	split	content_class	path	width	height	format	bytes_manifest	bytes_actual	sha256	raw_url	png_v3_sdr_url
1033	validate	1000-lilith-photos-general	1000-lilith-photos-general/1033_general_stone-tunnel-lights_placa-pedro-infante-valladolid_s23u_iso800-f1p7_20230918-111620_4000x3000.jpg	4000	3000	jpg	4705621	4651308	9d0d49ddefcfd4718b9a22687e13206fcaa642c52fc91777b3abe49c5c748195	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1033_general_stone-tunnel-lights_placa-pedro-infante-valladolid_s23u_iso800-f1p7_20230918-111620_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1033_general_stone-tunnel-lights_placa-pedro-infante-valladolid_s23u_iso800-f1p7_20230918-111620_4000x3000.sdr.png
1035	validate	1000-lilith-photos-general	1000-lilith-photos-general/1035_general_portrait-illustration_placa-pedro-infante-valladolid_s23u_iso32-f1p7_20230918-111959_4000x3000.jpg	4000	3000	jpg	4879313	4816420	fbed7beea4c0dce62494445d07596a47a2fa1d72364ce196742f23935fa81bdf	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1035_general_portrait-illustration_placa-pedro-infante-valladolid_s23u_iso32-f1p7_20230918-111959_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1035_general_portrait-illustration_placa-pedro-infante-valladolid_s23u_iso32-f1p7_20230918-111959_4000x3000.sdr.png
1041	validate	1000-lilith-photos-general	1000-lilith-photos-general/1041_general_hydration-warning-sign_s23u_iso320-f2p2_20231105-152839_4000x3000.heic	4000	3000	heic	1151745	1154871	e47301617a0fa25fee28c36e7e479c0c7657ea99b5b6d7b7fec85a6604c249da	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1041_general_hydration-warning-sign_s23u_iso320-f2p2_20231105-152839_4000x3000.heic	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1041_general_hydration-warning-sign_s23u_iso320-f2p2_20231105-152839_4000x3000.sdr.png
1043	validate	1000-lilith-photos-general	1000-lilith-photos-general/1043_general_rows-of-flowering-plants_garden-fine-arts-kyoto_s23u_iso50-f2p4_20231107-134320_4000x3000.heic	4000	3000	heic	4193488	4196470	fc23a29877a83dda499e91f5149c6c30b24006e089968153a51ca7177b49a8f3	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1043_general_rows-of-flowering-plants_garden-fine-arts-kyoto_s23u_iso50-f2p4_20231107-134320_4000x3000.heic	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1043_general_rows-of-flowering-plants_garden-fine-arts-kyoto_s23u_iso50-f2p4_20231107-134320_4000x3000.sdr.png
1045	validate	1000-lilith-photos-general	1000-lilith-photos-general/1045_general_gemstones-in-wooden-bowls_tivoli-gardens-copenhagen_s23u_iso250-f1p7_20231212-185715_4000x3000.heic	4000	3000	heic	2626049	2628994	2da309530623dfc3cd9f6be2cac061aaf988f7a54b8d43728295c099885d32ee	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1045_general_gemstones-in-wooden-bowls_tivoli-gardens-copenhagen_s23u_iso250-f1p7_20231212-185715_4000x3000.heic	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1045_general_gemstones-in-wooden-bowls_tivoli-gardens-copenhagen_s23u_iso250-f1p7_20231212-185715_4000x3000.sdr.png
1051	validate	1000-lilith-photos-general	1000-lilith-photos-general/1051_general_people-in-rowboat_7th-arrondissement-paris-france_s23u_iso800-f1p7_20240425-184958_4000x3000.jpg	4000	3000	jpg	5838351	5781299	121ea4366ad05963042ac863005b0ee732af1cc6c8d1bd443439cc796260b562	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1051_general_people-in-rowboat_7th-arrondissement-paris-france_s23u_iso800-f1p7_20240425-184958_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1051_general_people-in-rowboat_7th-arrondissement-paris-france_s23u_iso800-f1p7_20240425-184958_4000x3000.sdr.png
1053	validate	1000-lilith-photos-general	1000-lilith-photos-general/1053_general_statue-in-arched-alcove_louvre-palace-paris_s23u_iso500-f2p2_20240426-175831_4000x3000.jpg	4000	3000	jpg	5202462	5134498	cd200e72899341b01beb0775d5e191902de3aa2740a83a88a507c5dc854f864f	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1053_general_statue-in-arched-alcove_louvre-palace-paris_s23u_iso500-f2p2_20240426-175831_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1053_general_statue-in-arched-alcove_louvre-palace-paris_s23u_iso500-f2p2_20240426-175831_4000x3000.sdr.png
1055	validate	1000-lilith-photos-general	1000-lilith-photos-general/1055_general_bread-and-coffee-table_blue-lagoon-grindavik_s23u_iso50-f2p2_20240429-174632_4000x3000.jpg	4000	3000	jpg	2347434	2299842	d6ecf3ed67eade7284bcac153856093bae3e28deebc0faecf0cd2ba059be6be5	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1055_general_bread-and-coffee-table_blue-lagoon-grindavik_s23u_iso50-f2p2_20240429-174632_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1055_general_bread-and-coffee-table_blue-lagoon-grindavik_s23u_iso50-f2p2_20240429-174632_4000x3000.sdr.png
1061	validate	1000-lilith-photos-general	1000-lilith-photos-general/1061_general_city-skyline-at-dusk_tokyo-skytree-sumida_s23u_iso320-f2p4_20250228-174759_4000x3000.jpg	4000	3000	jpg	3844332	3781531	2f96202baa4dc9b52e5d60fc19f98aac3d92a8816404ea42c69b48ed18d07488	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1061_general_city-skyline-at-dusk_tokyo-skytree-sumida_s23u_iso320-f2p4_20250228-174759_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1061_general_city-skyline-at-dusk_tokyo-skytree-sumida_s23u_iso320-f2p4_20250228-174759_4000x3000.sdr.png
1063	validate	1000-lilith-photos-general	1000-lilith-photos-general/1063_general_uefi-bios-boot-menu_colorado_s23u_iso640-f1p7_20250416-033546_4000x2763.jpg	4000	2763	jpg	1607910	1604227	3aaf0ca887917580fe31804aab52e582803993c57ebb0f9ec3befb658576a608	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1063_general_uefi-bios-boot-menu_colorado_s23u_iso640-f1p7_20250416-033546_4000x2763.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1063_general_uefi-bios-boot-menu_colorado_s23u_iso640-f1p7_20250416-033546_4000x2763.sdr.png
1065	validate	1000-lilith-photos-general	1000-lilith-photos-general/1065_general_cathedral-model-workshop_sagrada-familia-barcelona_zfold7_iso64-f1p7_20260317-165822_4000x3000.jpg	4000	3000	jpg	3485159	3339391	845ff45a38e8af75eb099a5ce5685ae27253f9e764d34fef6aace9abb81d1028	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1065_general_cathedral-model-workshop_sagrada-familia-barcelona_zfold7_iso64-f1p7_20260317-165822_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1065_general_cathedral-model-workshop_sagrada-familia-barcelona_zfold7_iso64-f1p7_20260317-165822_4000x3000.sdr.png
1071	validate	1000-lilith-photos-general	1000-lilith-photos-general/1071_general_illuminated-castle-night_flight-hippogriff-orlando_ip8plus_iso160-f1p8_img-9988_4032x3024.heic	4032	3024	heic	1369200	1371672	4a5679749537b67e44d726c13a85c1be2b8af5054f22de62c7517ab0c8eb1c28	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1071_general_illuminated-castle-night_flight-hippogriff-orlando_ip8plus_iso160-f1p8_img-9988_4032x3024.heic	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1071_general_illuminated-castle-night_flight-hippogriff-orlando_ip8plus_iso160-f1p8_img-9988_4032x3024.sdr.png
1201	validate	1200-lilith-interiors	1200-lilith-interiors/1201_interiors_bar-sign-outside-window_shinjuku-2-shinjuku-japan_s23u_iso12-f1p7_20230706-124619_4000x3000.jpg	4000	3000	jpg	4063102	3998788	b52a125f105bc471955704fa0f55a8704347a8a3fe787427d8bedfe20ea34ce4	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1201_interiors_bar-sign-outside-window_shinjuku-2-shinjuku-japan_s23u_iso12-f1p7_20230706-124619_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1201_interiors_bar-sign-outside-window_shinjuku-2-shinjuku-japan_s23u_iso12-f1p7_20230706-124619_4000x3000.sdr.png
1203	validate	1200-lilith-interiors	1200-lilith-interiors/1203_interiors_person-in-room_belltown-seattle-washington_s23u_iso800-f1p7_20230727-165257_4000x3000.jpg	4000	3000	jpg	5304877	5240116	eac6f7510f3d95cb4f5a4a5cff905720d23eb053e11b96969ff73073eaf8b41b	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1203_interiors_person-in-room_belltown-seattle-washington_s23u_iso800-f1p7_20230727-165257_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1203_interiors_person-in-room_belltown-seattle-washington_s23u_iso800-f1p7_20230727-165257_4000x3000.sdr.png
1205	validate	1200-lilith-interiors	1200-lilith-interiors/1205_interiors_modern-living-room_tulum-mexico_s23u_iso160-f1p7_20230917-114545_4000x3000.jpg	4000	3000	jpg	4720335	4653611	7deac257dfbf300f1b808c7c37828698ff801c23f49f48e7fa5d3f98f353c63a	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1205_interiors_modern-living-room_tulum-mexico_s23u_iso160-f1p7_20230917-114545_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1205_interiors_modern-living-room_tulum-mexico_s23u_iso160-f1p7_20230917-114545_4000x3000.sdr.png
1211	validate	1200-lilith-interiors	1200-lilith-interiors/1211_interiors_ornate-chandelier-ceiling_s23u_iso160-f2p4_20240423-192716_4000x3000.jpg	4000	3000	jpg	4801961	4738418	be79c9d4b5256e6a7223ae9df287f716f4d6f428065bf8a00e0b5882bc614626	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1211_interiors_ornate-chandelier-ceiling_s23u_iso160-f2p4_20240423-192716_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1211_interiors_ornate-chandelier-ceiling_s23u_iso160-f2p4_20240423-192716_4000x3000.sdr.png
1213	validate	1200-lilith-interiors	1200-lilith-interiors/1213_interiors_ornate-painted-ceiling_opera-garnier-paris_s23u_iso800-f2p4_20240423-220536_4000x3000.jpg	4000	3000	jpg	5277845	5212273	487d9da889b36551ee2dc7b322abf23bab37e2a1cc4993413c2fdd0cda965cd6	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1213_interiors_ornate-painted-ceiling_opera-garnier-paris_s23u_iso800-f2p4_20240423-220536_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1213_interiors_ornate-painted-ceiling_opera-garnier-paris_s23u_iso800-f2p4_20240423-220536_4000x3000.sdr.png
1215	validate	1200-lilith-interiors	1200-lilith-interiors/1215_interiors_living-room-interior_square-du-temple-elie-wiesel-paris_s23u_iso25-f1p7_20240429-114925_4000x3000.jpg	4000	3000	jpg	3709840	3658916	6f4cb630a8b808d3f5d8abbdabad842b2e45623564505b6aa4733d2664ba1806	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1215_interiors_living-room-interior_square-du-temple-elie-wiesel-paris_s23u_iso25-f1p7_20240429-114925_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1215_interiors_living-room-interior_square-du-temple-elie-wiesel-paris_s23u_iso25-f1p7_20240429-114925_4000x3000.sdr.png
1221	validate	1200-lilith-interiors	1200-lilith-interiors/1221_interiors_hotel-room-bed_hilton-waikiki-beach-east-honolulu_s23u_iso100-f1p7_20241107-134702_4000x3000.jpg	4000	3000	jpg	8596150	4418474	756761b0a0d1a9022d55a650e730e65ec1e5cc62e20b8c9b05db326290271cb2	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1221_interiors_hotel-room-bed_hilton-waikiki-beach-east-honolulu_s23u_iso100-f1p7_20241107-134702_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1221_interiors_hotel-room-bed_hilton-waikiki-beach-east-honolulu_s23u_iso100-f1p7_20241107-134702_4000x3000.sdr.png
1223	validate	1200-lilith-interiors	1200-lilith-interiors/1223_interiors_ocean-view-dining-room_monument-wakayama-bokusui-s-poem-shimoda_s23u_iso20-f1p7_20250306-090336_4000x3000.jpg	4000	3000	jpg	3447245	3388152	78121ad9f91d8efdfc9e69ba503edb090e8599a1b9ad1ae2f6f4872355196c2e	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1223_interiors_ocean-view-dining-room_monument-wakayama-bokusui-s-poem-shimoda_s23u_iso20-f1p7_20250306-090336_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1223_interiors_ocean-view-dining-room_monument-wakayama-bokusui-s-poem-shimoda_s23u_iso20-f1p7_20250306-090336_4000x3000.sdr.png
1225	validate	1200-lilith-interiors	1200-lilith-interiors/1225_interiors_kitchen-appliances-overhead_minamiizu-japan_s23u_iso200-f1p7_20250307-112014_4000x3000.jpg	4000	3000	jpg	3862257	3805795	a8fc6eb7459d3e0eef26bc24037bc01071d82dc7308ca140c871e95003988bca	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1225_interiors_kitchen-appliances-overhead_minamiizu-japan_s23u_iso200-f1p7_20250307-112014_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1225_interiors_kitchen-appliances-overhead_minamiizu-japan_s23u_iso200-f1p7_20250307-112014_4000x3000.sdr.png
1231	validate	1200-lilith-interiors	1200-lilith-interiors/1231_interiors_tiled-arched-interior_casa-batllo-barcelona_zfold7_iso640-f2p2_20260315-211323_4000x2252.jpg	4000	2252	jpg	3660339	3480541	891b2354bfff62229a7a33546183df60211425764a340e98805384e27757fbc9	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1231_interiors_tiled-arched-interior_casa-batllo-barcelona_zfold7_iso640-f2p2_20260315-211323_4000x2252.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1231_interiors_tiled-arched-interior_casa-batllo-barcelona_zfold7_iso640-f2p2_20260315-211323_4000x2252.sdr.png
1233	validate	1200-lilith-interiors	1200-lilith-interiors/1233_interiors_cathedral-ceiling-interior_sagrada-familia-barcelona_zfold7_iso250-f2p2_20260317-151912_4000x3000.jpg	4000	3000	jpg	3870691	3748805	7fcfb99cbc7d777fa5a4e5a8014d5b2d7f3d727ae80f9ce1ab7974f95fc204ab	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1233_interiors_cathedral-ceiling-interior_sagrada-familia-barcelona_zfold7_iso250-f2p2_20260317-151912_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1233_interiors_cathedral-ceiling-interior_sagrada-familia-barcelona_zfold7_iso250-f2p2_20260317-151912_4000x3000.sdr.png
1235	validate	1200-lilith-interiors	1200-lilith-interiors/1235_interiors_floral-wall-mural_casa-vicens-barcelona_zfold7_iso1600-f1p7_20260319-165522_4000x3000.jpg	4000	3000	jpg	4055812	3957092	b30101ecc82a88e5acc4f2aed806f02261d11f7232f3aa113ccb51887eed447d	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1235_interiors_floral-wall-mural_casa-vicens-barcelona_zfold7_iso1600-f1p7_20260319-165522_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1235_interiors_floral-wall-mural_casa-vicens-barcelona_zfold7_iso1600-f1p7_20260319-165522_4000x3000.sdr.png
1241	validate	1200-lilith-interiors	1200-lilith-interiors/1241_interiors_living-room-sofa_la-pedrera-barcelona_zfold7_iso1000-f1p7_20260319-183640_4000x3000.jpg	4000	3000	jpg	2701382	2595739	9682749fae9cf422e34f785e7da4171d30f45ab2b4ddf210fb4a2af28331e52e	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1241_interiors_living-room-sofa_la-pedrera-barcelona_zfold7_iso1000-f1p7_20260319-183640_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1241_interiors_living-room-sofa_la-pedrera-barcelona_zfold7_iso1000-f1p7_20260319-183640_4000x3000.sdr.png
1243	validate	1200-lilith-interiors	1200-lilith-interiors/1243_interiors_vintage-living-room_la-pedrera-barcelona_zfold7_iso400-f2p2_20260319-183921_4000x3000.jpg	4000	3000	jpg	2713277	2602711	6ea39a5d7a2e090c74504b2c338724c10d20cd767dec2fffa8fd26fc6a600fb7	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1243_interiors_vintage-living-room_la-pedrera-barcelona_zfold7_iso400-f2p2_20260319-183921_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1243_interiors_vintage-living-room_la-pedrera-barcelona_zfold7_iso400-f2p2_20260319-183921_4000x3000.sdr.png
1245	validate	1200-lilith-interiors	1200-lilith-interiors/1245_interiors_circular-building-interior_la-pedrera-barcelona_zfold7_iso1000-f2p2_20260319-194139_4000x3000.jpg	4000	3000	jpg	3477025	3342126	3577951c8fd35d307f5f0bfc90672c32303e0bf47b36f453a389f923bc51411a	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1245_interiors_circular-building-interior_la-pedrera-barcelona_zfold7_iso1000-f2p2_20260319-194139_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1245_interiors_circular-building-interior_la-pedrera-barcelona_zfold7_iso1000-f2p2_20260319-194139_4000x3000.sdr.png
1401	validate	1400-lilith-nature	1400-lilith-nature/1401_nature_dolphin-in-ocean_ala-moana-east-honolulu-hawaii_s21u_iso50-f2p4_20210605-072339_4000x3000.jpg	4000	3000	jpg	4020799	3956029	bc7c08b144ecf8b913dbec27fe909d41681c29ab0978f9791a54a1a31e8c7584	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1400-lilith-nature/1401_nature_dolphin-in-ocean_ala-moana-east-honolulu-hawaii_s21u_iso50-f2p4_20210605-072339_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1401_nature_dolphin-in-ocean_ala-moana-east-honolulu-hawaii_s21u_iso50-f2p4_20210605-072339_4000x3000.sdr.png
1403	validate	1400-lilith-nature	1400-lilith-nature/1403_nature_large-tree-canopy_honolulu-zoo-east-honolulu_s21u_iso50-f2p2_20210605-154933-3_4000x3000.jpg	4000	3000	jpg	4260991	4263579	e4c15243292e26c73364439a05be2da60945c8e0b3f88259348c2057c260b4de	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1400-lilith-nature/1403_nature_large-tree-canopy_honolulu-zoo-east-honolulu_s21u_iso50-f2p2_20210605-154933-3_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1403_nature_large-tree-canopy_honolulu-zoo-east-honolulu_s21u_iso50-f2p2_20210605-154933-3_4000x3000.sdr.png
