filename	number	category	descriptor	location	width	height	format	bytes	original_filename	source	license	camera	fnum	iso
1612_food_fried-fish-and-fries_s23u_iso25-f1p7_20230730-142545-0_4000x3000.jpg	1612	food	fried-fish-and-fries		4000	3000	jpg	3022300	20230730_142545(0).jpg	lilith	PD-own	s23u	1.7	25
1613_food_peaches-in-box_colorado_s23u_iso250-f1p7_20230821-073156_4000x3000.jpg	1613	food	peaches-in-box	colorado	4000	3000	jpg	3989464	20230821_073156.jpg	lilith	PD-own	s23u	1.7	250
1614_food_dessert-plate-upside-down_valladolid-mexico_s23u_iso640-f1p7_20230917-213342_4000x3000.jpg	1614	food	dessert-plate-upside-down	valladolid-mexico	4000	3000	jpg	3321590	20230917_213342.jpg	lilith	PD-own	s23u	1.7	640
1615_food_savory-plated-dish_valladolid-mexico_s23u_iso250-f2p2_20230918-103053_4000x3000.jpg	1615	food	savory-plated-dish	valladolid-mexico	4000	3000	jpg	2792414	20230918_103053.jpg	lilith	PD-own	s23u	2.2	250
1616_food_plated-dessert-closeup_minami-kugahara-2-ota-japan_s23u_iso500-f2p2_20231028-120453-001_4000x3000.jpg	1616	food	plated-dessert-closeup	minami-kugahara-2-ota-japan	4000	3000	jpg	3558022	20231028_120453_001.jpg	lilith	PD-own	s23u	2.2	500
1617_food_ice-cream_s23u_iso64-f1p7_20231104-123933_4000x3000.jpg	1617	food	ice-cream		4000	3000	jpg	3504826	20231104_123933.jpg	lilith	PD-own	s23u	1.7	64
1618_food_fruit-platter-with-dip_colorado_s23u_iso250-f2p4_20231126-035155_4000x3000.heic	1618	food	fruit-platter-with-dip	colorado	4000	3000	heic	2783566	20231126_035155.heic	lilith	PD-own	s23u	2.4	250
1619_food_strawberries-and-blackberries_3rd-arrondissement-paris-france_s23u_iso500-f2p4_20240421-153750_4000x3000.jpg	1619	food	strawberries-and-blackberries	3rd-arrondissement-paris-france	4000	3000	jpg	3742347	20240421_153750.jpg	lilith	PD-own	s23u	2.4	500
1620_food_plated-dessert-closeup_1st-arrondissement-paris-france_s23u_iso160-f2p2_20240426-140041_4000x3000.jpg	1620	food	plated-dessert-closeup	1st-arrondissement-paris-france	4000	3000	jpg	2187059	20240426_140041.jpg	lilith	PD-own	s23u	2.2	160
1621_food_dessert-on-plate_grindavik-iceland_s23u_iso40-f1p7_20240429-184401_4000x3000.jpg	1621	food	dessert-on-plate	grindavik-iceland	4000	3000	jpg	2778497	20240429_184401.jpg	lilith	PD-own	s23u	1.7	40
1622_food_strawberry-layer-cake_colorado_s23u_iso80-f2p4_20240505-164658_4000x3000.jpg	1622	food	strawberry-layer-cake	colorado	4000	3000	jpg	3832845	20240505_164658.jpg	lilith	PD-own	s23u	2.4	80
1623_food_breakfast_colorado_s23u_iso12-f1p7_20240507-145123_4000x3000.jpg	1623	food	breakfast	colorado	4000	3000	jpg	3760398	20240507_145123.jpg	lilith	PD-own	s23u	1.7	12
1624_food_french-toast_colorado_s23u_iso50-f2p2_20240507-145130_4000x3000.jpg	1624	food	french-toast	colorado	4000	3000	jpg	3330312	20240507_145130.jpg	lilith	PD-own	s23u	2.2	50
1625_food_bowl_colorado_s23u_iso500-f1p7_20240510-210653_4000x3000.jpg	1625	food	bowl	colorado	4000	3000	jpg	2802087	20240510_210653.jpg	lilith	PD-own	s23u	1.7	500
1626_food_chocolate-cake-dessert-plate_colorado_s23u_iso800-f2p4_20240510-221014_4000x3000.jpg	1626	food	chocolate-cake-dessert-plate	colorado	4000	3000	jpg	3178389	20240510_221014.jpg	lilith	PD-own	s23u	2.4	800
1627_food_assorted-mochi-platter_colorado_s23u_iso500-f1p7_20240522-202407_4000x3000.jpg	1627	food	assorted-mochi-platter	colorado	4000	3000	jpg	2336239	20240522_202407.jpg	lilith	PD-own	s23u	1.7	500
1628_food_french-toast_s23u_iso250-f1p7_20240907-133934_4000x3000.jpg	1628	food	french-toast		4000	3000	jpg	7695964	20240907_133934.jpg	lilith	PD-own	s23u	1.7	250
1629_food_floral-tiered-cake_colorado_s23u_iso320-f1p7_20250202-141904_4000x3000.jpg	1629	food	floral-tiered-cake	colorado	4000	3000	jpg	3835349	20250202_141904.jpg	lilith	PD-own	s23u	1.7	320
1630_food_tea-and-dessert-table_wadahamaminamicho-atami-japan_s23u_iso320-f1p7_20250303-154752_4000x3000.jpg	1630	food	tea-and-dessert-table	wadahamaminamicho-atami-japan	4000	3000	jpg	4212979	20250303_154752.jpg	lilith	PD-own	s23u	1.7	320
1631_food_fried-food-meal-table_3-chome-shimoda-japan_s23u_iso40-f1p7_20250306-130255_4000x3000.jpg	1631	food	fried-food-meal-table	3-chome-shimoda-japan	4000	3000	jpg	3538492	20250306_130255.jpg	lilith	PD-own	s23u	1.7	40
1632_food_orange-juice-glass_uchiura-shigedera-numazu-japan_s23u_iso125-f2p4_20250307-182432_4000x3000.jpg	1632	food	orange-juice-glass	uchiura-shigedera-numazu-japan	4000	3000	jpg	2860097	20250307_182432.jpg	lilith	PD-own	s23u	2.4	125
1633_food_gourmet-plated-dish_uchiura-shigedera-numazu-japan_s23u_iso125-f1p7_20250307-182828-0_4000x3000.jpg	1633	food	gourmet-plated-dish	uchiura-shigedera-numazu-japan	4000	3000	jpg	3180886	20250307_182828(0).jpg	lilith	PD-own	s23u	1.7	125
1634_food_breakfast-table-setting_uchiura-shigedera-numazu-japan_s23u_iso16-f1p7_20250308-091451_4000x3000.jpg	1634	food	breakfast-table-setting	uchiura-shigedera-numazu-japan	4000	3000	jpg	3025792	20250308_091451.jpg	lilith	PD-own	s23u	1.7	16
1635_food_breakfast-tray-table_uchiura-shigedera-numazu-japan_s23u_iso100-f1p7_20250308-091457_4000x3000.jpg	1635	food	breakfast-tray-table	uchiura-shigedera-numazu-japan	4000	3000	jpg	3763050	20250308_091457.jpg	lilith	PD-own	s23u	1.7	100
1636_food_breakfast-table-spread_ogura-beppu-japan_s23u_iso200-f1p7_20250311-100529_4000x3000.jpg	1636	food	breakfast-table-spread	ogura-beppu-japan	4000	3000	jpg	4279331	20250311_100529.jpg	lilith	PD-own	s23u	1.7	200
1637_food_plated-food-dish_colorado_s23u_iso400-f1p7_20250411-204431_4000x3000.jpg	1637	food	plated-food-dish	colorado	4000	3000	jpg	4116934	20250411_204431.jpg	lilith	PD-own	s23u	1.7	400
1638_food_sliced-fish-dish_colorado_s25u_iso800-f1p7_20250425-213810_4000x3000.jpg	1638	food	sliced-fish-dish	colorado	4000	3000	jpg	3011060	20250425_213810.jpg	lilith	PD-own	s25u	1.7	800
1639_food_sashimi-on-plate_colorado_s25u_iso200-f1p7_20250425-214145_4000x3000.jpg	1639	food	sashimi-on-plate	colorado	4000	3000	jpg	2511475	20250425_214145.jpg	lilith	PD-own	s25u	1.7	200
1640_food_birthday-cake-table_colorado_ip16pro_iso125-f1p8_img-2666_5712x4284.heic	1640	food	birthday-cake-table	colorado	5712	4284	heic	2894895	IMG_2666.HEIC	lilith	PD-own	ip16pro	1.8	125
