origin_id	origin_sha256	op_chain	kernel	sharpen	colorspace_path	selection_method	selection_param	rank	cumulative_gp	generator	generator_commit	out_path	out_sha256	width	height	split
1231	c1c83e2cb5ae5db2f03aaa9d34ceca5ead79171f76ecd2bbb146441e661434fd	scale500x281	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1231_interiors_tiled-arched-interior_casa-batllo-barcelona_zfold7_iso640-f2p2_20260315-211323_4000x2252.hdr.scale500x281.png	d994d1abf16684b7dd707fdb8c76eba2bdbdd7cb820bf219bc89f94aad8be4a2	500	281	validate
1232	e3ef284a5f77aec149988d25534b15bb4445c21ed018713f511908eb49661089	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1232_interiors_stained-glass-windows_sagrada-familia-barcelona_zfold7_iso400-f1p7_20260317-144409_3000x4000.hdr.scale375x500.png	68e6560389bfd306b77d2d6dc490b01df4eb6c6f0edf86c5ff9c65abbfed47e0	375	500	train
1233	7846ec9d59297b6865f620e9858e59ef6a1e379eec534e4e51160f3506f12901	scale500x375	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1233_interiors_cathedral-ceiling-interior_sagrada-familia-barcelona_zfold7_iso250-f2p2_20260317-151912_4000x3000.hdr.scale500x375.png	0e6776795ad226a53219631cae73492c98875856aa7042d8d2feccd0b8cd21c6	500	375	validate
1234	2beddc9417e40f51509953abce29ac8b8eeff4b3de654690d4f3c046dbd408a2	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1234_interiors_cathedral-ceiling-columns_sagrada-familia-barcelona_zfold7_iso400-f1p7_20260317-154023_3000x4000.hdr.scale375x500.png	c3ead8d6d20143c1a3a36e1abac3ef1f0695462f641212c32da54d0168071ebb	375	500	train
1235	ffeea9ab930db1b3e96d75328cecd59b092a0ae43a56632a7c6cd55d4ee41d27	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1235_interiors_floral-wall-mural_casa-vicens-barcelona_zfold7_iso1600-f1p7_20260319-165522_3000x4000.hdr.scale375x500.png	c0ea9f3935f82d7ef611ed933a255e2d1fcc5ce17a281d4048bb448684f7274a	375	500	validate
1236	d869471a97243b84d53aaf16952c7ba1ba011268ba41244972e9b0e89b5c6acd	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1236_interiors_ornate-arched-interior_casa-vicens-barcelona_zfold7_iso400-f2p2_20260319-165702_3000x4000.hdr.scale375x500.png	58d171e2fbcee014939b936e7be9df4f7caee99b2d5cc629ff823f165b8bad85	375	500	train
1237	9dbcdfeecded4385b9f70eb8b4ab2d1c3814cb843eca8ce4d7244adb8295be1c	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1237_interiors_person-standing-by-window_casa-vicens-barcelona_zfold7_iso800-f2p2_20260319-170017_3000x4000.hdr.scale375x500.png	156e19a9eba4281b9fe1909cbec13457979440f01e00683756e62145d27a4926	375	500	test
1238	b740c2375951cc9fa9ad282211f12414fc15d84a80ba05e52c5f836bf6770401	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1238_interiors_open-doorway-interior_casa-vicens-barcelona_zfold7_iso250-f2p2_20260319-170237_3000x4000.hdr.scale375x500.png	0b759169862862f15a571376cde9079af83438c064cf7b2a4ad7b9466ed91bec	375	500	train
1239	690ae4cd1e6d9bf934c8b7b9e480cb906ed4719d8d4fb799a85134c0cdd6de6f	scale500x375	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1239_interiors_decorative-coffered-ceiling_casa-vicens-barcelona_zfold7_iso800-f2p2_20260319-170252_4000x3000.hdr.scale500x375.png	93539a237d3e35077b25ccbddc9260ac3a94d89a63c4c41275094e842a96683e	500	375	test
1240	78d69a6407c9246380ba60a3587e1cc630791028a2e7ab18bc1468d61ad0499b	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1240_interiors_bathroom-with-bathtub_casa-vicens-barcelona_zfold7_iso1000-f2p2_20260319-170336_3000x4000.hdr.scale375x500.png	48b1c0cd5a72683b9bb47a95a9275a1f5f91b550d8a17218469479400ade035f	375	500	train
1241	c84eae55e80d21c1aea792336ab00050ecfdde253cd27991bada89bccc0b3648	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1241_interiors_living-room-sofa_la-pedrera-barcelona_zfold7_iso1000-f1p7_20260319-183640_3000x4000.hdr.scale375x500.png	e732a13d0584f790aff855689f54754a90fbd632851a6b293b9857f9674529f6	375	500	validate
1242	85ddba6f3a3a036b3c94bac5cc00fad5adf54a95f716d7aa30274b862033be2d	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1242_interiors_storage-room-clutter_la-pedrera-barcelona_zfold7_iso640-f2p2_20260319-183704_3000x4000.hdr.scale375x500.png	43d7f8c0f9b8a795c7a086a116631d1a01609eeee04cc4122d4cddf9270403fa	375	500	train
1243	55c9e3bdeace28c1b6b8861c8d55fb0b1f790b680460e3df3f8162e48086750c	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1243_interiors_vintage-living-room_la-pedrera-barcelona_zfold7_iso400-f2p2_20260319-183921_3000x4000.hdr.scale375x500.png	7879ca7313ba0424f31e87d53805d8856019f65e7da8f94d9f87d0f1871a8ede	375	500	validate
1244	cf8bdf40f04d8992f7bb3207613ad7257724a57f98fc70e8586617b60e0be82f	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1244_interiors_painted-ceiling-columns_la-pedrera-barcelona_zfold7_iso800-f1p7_20260319-194130_3000x4000.hdr.scale375x500.png	9b958857a3b4c860bc9437cbc4d759494acb390d9f9ad2113e67d02ecc16fc71	375	500	train
1245	0f33b1b03c1eea2a6155ad9f74e42c7dc021cb6df2f74eeda603afa4f56675c7	scale500x375	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1245_interiors_circular-building-interior_la-pedrera-barcelona_zfold7_iso1000-f2p2_20260319-194139_4000x3000.hdr.scale500x375.png	aab0ea01443211f88f1f57cf992f392d8b7d29d8497544ef138318666217c223	500	375	validate
1246	ba367873f3923a18d1018f9b76cf6cae1751995b7f1c134cce77972f835c6640	scale504x378	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1246_interiors_woven-roof-structure_azulik-city-arts-francisco-uh-may_ip13pro_iso32-f1p8_img-8944_4032x3024.hdr.scale504x378.png	c7e2bf1db76174f2719fe45738336ad86758b54dbcc5a6f7605b26a3b25470db	504	378	train
1487	95bc9c8b03049d22b56876371a2a17a92ca0b1163c1e1a89a67e4d2acdd9c16c	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1487_nature_glacier-over-water_kenai-peninsula-borough-alaska_s25u_iso40-f1p7_20250801-135016_3000x4000.hdr.scale375x500.png	25e2085afae3c42c764dc5f6e399ec5e071c820c61d3a4d562fd1a05882144bc	375	500	test
1488	9402f06adcadf8a52f06d0551a98ee22d3fc804b2b419074c1421154c7cc40f4	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1488_nature_iceberg-ocean-landscape_yakutat-alaska_s25u_iso80-f1p7_20250803-185104_3000x4000.hdr.scale375x500.png	fbf9c132100645cc3460dd664f13a0955a92c2902d4ae89b73ecb9550c9b3f4e	375	500	train
1489	79df27e4117a7ff21825c1a4b5de8225b5d65daba466f73a7d435dabbc5db4d1	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1489_nature_cruise-ship-deck_unorganized-borough-alaska_s25u_iso125-f1p7_20250804-210918_3000x4000.hdr.scale375x500.png	d3a1865f06bf22b9d3727f56971abba631cab1edc1b4b959e6245cf04a866da5	375	500	test
1490	e5038e639912ff37d7fbcdcf3d95c20da3daaa3694e72158e4de6aaf4f152256	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1490_nature_boat-wake-at-sunset_unorganized-borough-alaska_s25u_iso200-f1p7_20250804-211018_3000x4000.hdr.scale375x500.png	8932969be24e1c072a14b73d1c2595da10aebde28cc96c0f1b1faa3452fe34a8	375	500	train
1491	c8d8d376f457af7c4b314e81469d6c40ab7eebe3d92cf79320ed82d1d36fb25b	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1491_nature_ocean-sunset-clouds_unorganized-borough-alaska_s25u_iso100-f3p4_20250804-211059_3000x4000.hdr.scale375x500.png	a6b3e6676ca9853e4b9d5eb869e20417834f2e7f71fe1ef1e93aacb6127ea081	375	500	validate
1492	e57e68da62186838665cba1c355cbd91c3232ce0a2aed89585028a4a02b9b746	scale375x500	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1492_nature_mountain-lake-landscape_whitehorse-canada_s25u_iso64-f1p7_20250805-162506_3000x4000.hdr.scale375x500.png	a1f99393c3b932aedf3253b9221ec9747ba6ada73914a7778d0bc5a305e067a8	375	500	train
1493	54c3dd44f31edda28c4accfa7c27090d6231b947dac84670abebb2c7fca017a9	scale500x375	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1493_nature_sunset-over-sea_lower-davie-vancouver-canada_s25u_iso64-f3p4_20250809-203408_4000x3000.hdr.scale500x375.png	a868256082507d6e76a9dff0d58953ac029caaaed4ee88323e3848fa40ca63ec	500	375	validate
1494	435120b7f56e9ace4b414cff2c0da07bcb0403f418d49b90393159179ab53eb0	scale500x375	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1494_nature_sunset-over-forest_colorado_zfold7_iso250-f1p7_20251110-170409_4000x3000.hdr.scale500x375.png	f70811e9c491ae30fbb1b3f8aac5b1fa9fe8dbb00a7995d8f30c6bb8005b74a2	500	375	train
1495	e06f5cc105d71ef4bec1b77a273f282dc1a7883b25a19154374bf0138ee17f0a	scale481x361	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1495_nature_lighthouse-on-island_york-maine_ip13pro_iso50-f1p5_fullsizerender-1_3855x2891.hdr.scale481x361.png	50cc4fab20f81cabdb1167d3e1a92011449f41e2e3ea1a5cf279c8d5c9d81d9d	481	361	validate
1496	93e8b9289bd1112aa558a0c25358bd2c5bee7199901701f1e6a112a0e83c59dd	scale426x345	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1496_nature_lake-with-boats_winthrop-maine_ip13pro_iso50-f1p5_fullsizerender-2_3411x2765.hdr.scale426x345.png	f8d8d7f5afbb2433d8ad0cae06ceef42adf6e824c1d0aad11619a7ea788c2956	426	345	train
1497	9373840d1a81b14306869d294f3ad0ecef98641978350ea14619fa7ab38d3d33	scale468x666	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1497_nature_pink-flower-on-vine_belltown-seattle-washington_ip16pro_iso80-f1p8_fullsizerender-3_3745x5333.hdr.scale468x666.png	0710dd669578175db8cb9e766c31aebfe33e97bd306ebca5dd016ca6835fad36	468	666	test
1498	0c6d3003a1c53699880c1b54e4750e4d8cd3847103d65de0122fcffca84e109a	scale346x463	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1498_nature_yellow-flowers-garden-bed_colorado_ip13pro_iso50-f1p5_fullsizerender_2773x3709.hdr.scale346x463.png	021d206d0f42970ce134b845ac52c5a9126b18b33839751378378b9973d86011	346	463	train
1502	95fa6e53797d965166b4f9a9bb0fb612a6251f98003c46678c85ac68384ed377	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1502_nature_ice-cave-opening_hornafjordur-iceland_ip13pro_iso32-f1p8_img-0341_3024x4032.hdr.scale378x504.png	6318fbb10806f7fbe07f8c2d24a31baaca3ed6494062c55d6ebdbff840ab1ac3	378	504	train
1503	42d279317fbe464f3af2993edcc81ee38b4a43a7af338eea13c5530a7df5d924	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1503_nature_passionflower-on-vine_centrum-amsterdam-netherlands_ip16pro_iso50-f1p8_img-0354_3024x4032.hdr.scale378x504.png	e9e7f00387f920bf04b9a96b8bfe0c990e652694296917d69b80dcdccd100b5b	378	504	validate
1504	b4fcd920882a3a9bad6a156d0a8ee5a99b4506e43b244593a0d524fdf268c6a8	scale504x378	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1504_nature_cloudy-sky-over-field_colorado_ip13pro_iso50-f1p5_img-0374_4032x3024.hdr.scale504x378.png	82a10f2cce971ad2717ccb3ad9cd3ef8af96222379db1e40dc8563a4f4f41a12	504	378	train
1507	bc26c7f41955f06edef1a6e30909c326941f6d7e4469809794bd0af54f72cc08	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1507_nature_ice-cave-waterfall_hornafjordur-iceland_ip13pro_iso200-f1p5_img-0468_3024x4032.hdr.scale378x504.png	be1d5548274a3987a63bc72b25e09cfeb6397eb24d16abad49d20475f66014cf	378	504	test
1508	13634feef5e3eaafda9238282bcf545249c504721cc5a96968a93a444767915f	scale504x378	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1508_nature_ice-cave-interior_hornafjordur-iceland_ip13pro_iso1000-f1p8_img-0474_4032x3024.hdr.scale504x378.png	e77d70477baed9279d8c3441e97855cf1cba89c7e367ae7c09daf905d547b339	504	378	train
1509	ba8d67302ad5ae28306d9e2e0b48a390cd09c8e40364ace4cfdc8d777ec95d52	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1509_nature_ice-cave-opening_hornafjordur-iceland_ip13pro_iso1000-f1p8_img-0480_3024x4032.hdr.scale378x504.png	f2d6ac9bbd3c407f46c48a3d822732e55f371758d9ba17a941392f25f056f202	378	504	test
1515	4739ba7fa1f9f8ecf67ead3bda12f6e3457185b6fb2ab2ce44f8ff890a8d6ef2	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1515_nature_orange-flower-closeup_colorado_ip17pro_iso320-f1p8_img-1420_3024x4032.hdr.scale378x504.png	661955f66371718d0648c68900c27d2b12bdd8dae8a554612beecb70fec005b8	378	504	validate
1516	a72492690fa333b5fc8a255db9222fd7399072e3cac230caafef7246d64c810f	scale294x413	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1516_nature_pink-flower-in-bottle_colorado_ip17pro_iso50-f1p8_img-1509_2355x3308.hdr.scale294x413.png	2ec782943ded6292515deddcd93e01641b1e7a56078ddc062142fa2efd16c5af	294	413	train
1519	1d49eda632c3268a0fd4a51f279270069f444a4b073b0ca3c534238df0b0c505	scale495x603	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1519_nature_orange-rose-vase_colorado_ip17pro_iso200-f1p8_img-2700_3961x4825.hdr.scale495x603.png	56484105cf22dd1a4b3ccb39a2ec076334aeb2e9b492634c7992cfe9ee1daba5	495	603	test
1520	4d04ac4f2b746d9f9dd485eae211fc3157afb8b94b75d04b61ddd88ec7b150b4	scale535x714	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1520_nature_tulips-in-garden_notre-dame-versailles-france_ip15pro_iso80-f1p8_img-3545_4284x5712.hdr.scale535x714.png	5046dd978fc99a237b4040ab12f85dfc2ab1e9bfa600dc9956b86cc2f57ea8d0	535	714	train
1521	7bbd474518a1075607b69cae1c5243ee57fbee1f09e3fa81e250a85090960985	scale535x714	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1521_nature_potted-tulips-garden_notre-dame-versailles-france_ip15pro_iso80-f1p8_img-3547_4284x5712.hdr.scale535x714.png	3bfba5d27593ac987bddf8b32e06102d25ef457e383814107b655cd3014b67e5	535	714	validate
1522	1724e092496c7bfe28a0cb27bb61ba3164a9602689f514b9a715afe589fe75ab	scale504x378	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1522_nature_water-lilies-pond_colorado_ip13pro_iso50-f1p5_img-3764_4032x3024.hdr.scale504x378.png	f2b82bfe6c61427342a2047a249c329a4e65f181200820f5ce319b4ba476928b	504	378	train
1523	68082bf37153f64d0145fb69ab04a2baaf232fb4b23a2a22673d175ba7105e22	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1523_nature_yellow-flowers-garden_colorado_ip13pro_iso50-f1p5_img-3767_3024x4032.hdr.scale378x504.png	b534d999481afd8ba3960c3064b8e37661e93598a750d13e74a8c6e077fc3d4d	378	504	validate
1524	5a53dda9837a843cf1a9f888167034c05cba4504d5943012ceda462fa2147350	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1524_nature_yellow-flowers-garden_colorado_ip13pro_iso50-f1p5_img-3841_3024x4032.hdr.scale378x504.png	9d7aa0cdcada200d6b12d6a37e16c4dc6122cb8e80dcb94bd053ee2878b89899	378	504	train
1525	db05b5736461ee007b9403ad79e134a5e641496cd4921553dd2d083db2861701	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1525_nature_wildflowers-in-garden_colorado_ip13pro_iso50-f1p5_img-3861_3024x4032.hdr.scale378x504.png	edd09273dc08887cb31bdeb92e05de2d2e383583b1b178d4e80539a5525acca1	378	504	validate
1526	987c3a20b11dee2e77b91eca7c7246f63b6fa5ecdd997f3cdae17707fe99e4d8	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1526_nature_pink-flowers-garden_colorado_ip13pro_iso50-f1p5_img-4543_3024x4032.hdr.scale378x504.png	612e3812d44c276a664a4b270479fbddfabc25702d6894bddf20beeaa218cc20	378	504	train
1527	ac11e1a82e19081a50b708b6981b819d04370d6873a2362228882c942674ecde	scale535x714	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1527_nature_mountain-wildflowers-landscape_stikine-region-canada_ip16pro_iso100-f1p8_img-4768_4284x5712.hdr.scale535x714.png	d3d1efcde05c2e8784fedd31322ced9acad7b6af5d05c1f6227a1f177f425070	535	714	test
1528	217aa8f0b622bfd767a0739d909423cbe29b7b77162f322381a3e487a3779658	scale714x535	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1528_nature_pink-blossom-branch_kawazu-japan_ip16pro_iso80-f1p8_img-4931_5712x4284.hdr.scale714x535.png	8de955bc9ae7fbf9cd8dc262295362a7e42e7565d982b2ec94dfb69402f4b6f4	714	535	train
1529	8a53046dac3388d6095a2d9be8e6bc4efe30a6e934c5feb3976d0063e80850ac	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1529_nature_whale-tail-ocean_ip13pro_iso32-f2p8_img-5573_3024x4032.hdr.scale378x504.png	79431a6cfe911daeda3ef268a148d345d7477f55894e638c286b911adfe1691b	378	504	test
1530	e5bacaff0e24ec224d5406c67da8792718192cd52a299a09592317d394de57e9	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1530_nature_whale-tail-ocean_ip13pro_iso32-f2p8_img-5574_3024x4032.hdr.scale378x504.png	72c6dc3cec72b0522559deb5d5d897d8ed8c83c69b9ee02e9dfed2fcc6f09bdb	378	504	train
1531	96b118b6c8ddb6d925dd6dfc223fa0e4131e05c3303b67db61e8ca9cd76816e5	scale535x714	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1531_nature_red-poppy-flowers_taos-new-mexico_ip17pro_iso80-f1p8_img-6189_4284x5712.hdr.scale535x714.png	ad87382824aa2a5226c31af7a524bf278defae6026e20ef01a3abb781d0d5278	535	714	validate
1532	5c72c9e2cabefe125c8b4109ab454e7cf655510aa8596ae6e8e6d3befd3cc785	scale535x714	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1532_nature_red-poppy-flowers_taos-new-mexico_ip17pro_iso80-f1p8_img-6194_4284x5712.hdr.scale535x714.png	8d4afddcb47c03c29e92f215864bdc1a51f53c81293ee46447bee3e0bbfd27de	535	714	train
1533	a7878d18d5f96ca7637fc2dbd6b2f90b136972a9d6120f6058f58655fc48b1d9	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1533_nature_purple-water-lily_koyama-kamiuchikawaracho-kyoto-japan_ip13pro_iso125-f2p8_img-6205_3024x4032.hdr.scale378x504.png	340688a3f0881e5035aa901452a7963cf347dfd530782ebb726eedd69654e6d1	378	504	validate
1534	fbe784c036534e6417bd08c2e4bb532c92178bd1f2818a1b49f0033a5efa6edb	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1534_nature_red-flowers-closeup_ketchikan-alaska_ip16pro_iso125-f1p8_img-6286_3024x4032.hdr.scale378x504.png	9fdffcf4fe95040b95147d392f34e5709fea070b813ccf2b1d06b3a53575dc09	378	504	train
1536	3340e8afdbfb812caadbfd01dd6dda21bfdebe8024497b260dc904e32eec3910	scale535x714	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1536_nature_purple-flowers-walkway_seward-alaska_ip16pro_iso80-f1p8_img-8763_4284x5712.hdr.scale535x714.png	c4f5ed53ec53fc9fc44b4d38a7e3311689da2e2233d7b944caa0fd74cf38f140	535	714	train
1537	450ff86da33680be0b6359a8275382abde8c4bd5437eba574d247cc0c1e58abc	scale535x714	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1537_nature_purple-flowers-closeup_seward-alaska_ip16pro_iso100-f1p8_img-8764_4284x5712.hdr.scale535x714.png	61fdb088c2264c21f5bcce098d3bd119e6fa1634b0bc6f208d88bd1a1d68c186	535	714	test
1539	b892b5125ed4dafa23073f97f957ec2272d9e62c89348ecc0d47e3cb7e358958	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1539_nature_legs-in-water_felipe-carrillo-puerto-mexico_ip13pro_iso32-f1p8_img-8809_3024x4032.hdr.scale378x504.png	ba87e23c02b2c8a7131e1938de61a23a29c04b793995f3780da8aeb3ac18b063	378	504	test
1540	c54747af11ceb724104435953ab9603831ecb69f8d74861eafccba980e100e40	scale535x714	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1540_nature_purple-flowers-garden_belltown-seattle-washington_ip16pro_iso100-f1p8_img-9109_4284x5712.hdr.scale535x714.png	b520c226f712cf1c21e15680ca673f0f3808c2292c294a635309d29b45073dc2	535	714	train
1541	604b8dd0c3d02b7d19a485921e53ab55788d9112ad08e43c68d880068369e4b4	scale378x504	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1541_nature_blue-wildflower-grass_snaefellsbaer-iceland_ip16pro_iso64-f1p8_img-9110_3024x4032.hdr.scale378x504.png	f4f0eb672704e974572a85a9a1a37dfff5ff8c35214d645541c428112dd9b88c	378	504	validate
1542	9cb733b5acc062e61b99dd05e52d51bca40df235511145d90264475f3ecf58ad	scale535x714	mitchell	0	linear-light-pq	list	1/8			make_variant_set.py	9830bc9	1542_nature_orange-lily-flower_belltown-seattle-washington_ip16pro_iso80-f1p8_img-9149_4284x5712.hdr.scale535x714.png	5e86622ae77b09d8b9a4d7b5e5cc17cf7be2982ce5b44330c7ec72b0769798c9	535	714	train
